ID	s	d	ts	te	LLC	size	parent	parentTime	replica
----------------------------------------------------
57	1	9	0	3	3	100	1	3	0
62	3	11	0	13	13	500	3	13	0
37	0	8	1	1	0	25	-1	-1	-1
214	3	11	1	3	2	50	3	3	0
292	3	11	1	4	3	100	3	4	0
104	0	8	2	2	0	10	-1	-1	-1
156	0	8	2	2	0	50	-1	-1	-1
81	1	9	2	3	1	10	1	3	0
194	1	9	2	15	13	500	1	15	0
242	3	11	2	4	2	50	3	4	0
233	1	9	3	6	3	100	1	6	0
75	0	8	4	4	0	1	-1	-1	-1
147	1	9	4	5	1	1	1	5	0
137	3	11	4	17	13	500	3	17	0
190	0	8	6	6	0	100	-1	-1	-1
261	0	8	6	6	0	50	-1	-1	-1
110	1	9	6	7	1	25	1	7	0
268	1	9	6	19	13	500	1	19	0
82	3	10	6	9	3	100	3	9	0
154	3	10	6	7	1	10	3	7	0
211	3	11	6	9	3	100	3	9	0
186	4	8	3	8	5	10	19	8	0
171	0	8	8	8	0	10	-1	-1	-1
175	1	9	8	9	1	10	1	9	0
256	3	11	8	9	1	1	3	9	0
265	1	9	9	10	1	10	1	10	0
107	3	11	9	22	13	500	3	22	0
111	3	11	9	10	1	25	3	10	0
170	3	11	9	10	1	1	3	10	0
199	1	9	10	11	1	25	1	11	0
179	3	10	10	11	1	25	3	11	0
196	0	8	11	11	0	1	-1	-1	-1
237	0	8	11	11	0	25	-1	-1	-1
58	1	9	11	12	1	1	1	12	0
22	3	10	12	14	2	50	3	14	0
168	0	8	13	13	0	10	-1	-1	-1
284	1	9	13	14	1	10	1	14	0
8	3	11	13	16	3	100	3	16	0
181	3	11	13	15	2	50	3	15	0
98	0	8	14	14	0	1	-1	-1	-1
192	1	9	14	27	13	500	1	27	0
152	3	10	15	17	2	50	3	17	0
198	3	11	15	16	1	1	3	16	0
286	0	8	16	16	0	50	-1	-1	-1
299	0	8	17	17	0	1	-1	-1	-1
47	3	11	17	18	1	1	3	18	0
99	0	8	18	18	0	500	-1	-1	-1
6	1	9	18	19	1	25	1	19	0
189	1	9	18	31	13	500	1	31	0
262	0	8	20	20	0	100	-1	-1	-1
27	3	11	20	21	1	1	3	21	0
31	3	10	20	21	1	1	3	21	0
273	3	11	20	33	13	500	3	33	0
26	0	8	21	21	0	10	-1	-1	-1
205	0	8	22	22	0	100	-1	-1	-1
55	3	11	22	23	1	25	3	23	0
131	3	11	22	24	2	50	3	24	0
32	0	8	24	24	0	25	-1	-1	-1
11	1	9	24	25	1	10	1	25	0
166	1	9	24	25	1	1	1	25	0
275	2	11	3	26	23	1	10	26	0
294	2	11	4	26	22	1	10	26	0
263	0	8	26	26	0	500	-1	-1	-1
297	2	10	18	27	9	1	1	27	0
118	2	10	21	27	6	1	1	27	0
277	2	10	3	27	24	10	10	27	0
1	2	10	8	27	19	10	10	27	0
150	3	10	27	30	3	100	3	30	0
67	2	11	2	29	27	10	10	29	0
264	2	11	6	29	23	10	10	29	0
0	2	11	9	29	20	10	10	29	0
209	2	11	18	29	11	10	10	29	0
212	2	11	0	45	45	50	20	45	0
17	2	10	6	45	39	50	20	45	0
289	2	10	10	37	27	25	20	37	0
41	2	11	16	45	29	50	20	45	0
252	2	10	18	45	27	50	20	45	0
238	2	10	20	37	17	25	20	37	0
76	1	9	29	30	1	10	1	30	0
280	3	10	29	30	1	1	3	30	0
282	3	11	29	32	3	100	3	32	0
103	3	11	30	31	1	25	3	31	0
155	3	11	30	33	3	100	3	33	0
290	2	11	10	35	25	100	10	35	0
243	1	9	31	44	13	500	1	44	0
235	0	8	32	32	0	25	-1	-1	-1
56	3	11	32	34	2	50	3	34	0
232	3	11	32	33	1	25	3	33	0
84	3	10	33	34	1	10	3	34	0
230	3	11	33	34	1	10	3	34	0
240	3	11	33	46	13	500	3	46	0
52	3	11	34	35	1	1	3	35	0
253	0	8	35	35	0	50	-1	-1	-1
122	0	8	36	36	0	10	-1	-1	-1
241	3	10	36	38	2	50	3	38	0
298	3	11	36	49	13	500	3	49	0
25	1	9	37	40	3	100	1	40	0
88	3	11	37	38	1	1	3	38	0
291	3	10	37	40	3	100	3	40	0
108	0	8	38	38	0	10	-1	-1	-1
128	0	8	38	38	0	1	-1	-1	-1
165	0	8	38	38	0	50	-1	-1	-1
77	0	8	39	39	0	10	-1	-1	-1
201	1	9	40	53	13	500	1	53	0
210	3	10	41	44	3	100	3	44	0
247	0	8	42	42	0	1	-1	-1	-1
174	1	9	42	44	2	50	1	44	0
28	3	10	42	43	1	10	3	43	0
167	3	11	42	43	1	10	3	43	0
204	3	11	42	43	1	25	3	43	0
129	3	10	43	46	3	100	3	46	0
227	1	9	44	45	1	10	1	45	0
49	3	11	44	46	2	50	3	46	0
206	0	8	46	46	0	1	-1	-1	-1
72	3	11	46	48	2	50	3	48	0
112	0	8	47	47	0	50	-1	-1	-1
100	0	8	48	48	0	500	-1	-1	-1
250	0	8	49	49	0	100	-1	-1	-1
222	3	10	49	50	1	10	3	50	0
119	0	8	50	50	0	50	-1	-1	-1
33	1	9	50	51	1	10	1	51	0
3	3	10	50	51	1	10	3	51	0
95	3	10	50	52	2	50	3	52	0
259	3	10	50	51	1	25	3	51	0
182	0	8	52	52	0	1	-1	-1	-1
105	0	8	53	53	0	500	-1	-1	-1
228	0	8	53	53	0	1	-1	-1	-1
61	1	9	53	56	3	100	1	56	0
96	3	10	53	56	3	100	3	56	0
248	1	9	54	57	3	100	1	57	0
200	3	10	54	55	1	1	3	55	0
102	1	9	55	58	3	100	1	58	0
140	1	9	55	56	1	1	1	56	0
134	3	10	55	58	3	100	3	58	0
142	3	10	55	56	1	1	3	56	0
5	7	9	9	56	47	1	18	56	0
78	7	9	13	56	43	1	18	56	0
249	7	9	18	56	38	1	18	56	0
180	4	8	20	56	36	1	18	56	0
7	4	8	26	56	30	1	18	56	0
279	7	9	36	56	20	1	18	56	0
23	4	8	44	56	12	1	18	56	0
149	7	9	48	56	8	1	18	56	0
185	4	8	50	56	6	1	18	56	0
135	4	8	53	56	3	1	18	56	0
40	7	9	53	56	3	1	18	56	0
114	4	8	54	56	2	1	18	56	0
85	1	9	56	57	1	25	1	57	0
244	1	9	56	57	1	25	1	57	0
220	4	8	55	57	2	1	18	57	0
288	1	9	57	70	13	500	1	70	0
184	0	8	58	58	0	50	-1	-1	-1
18	1	9	58	59	1	25	1	59	0
13	3	10	58	61	3	100	3	61	0
68	3	11	58	59	1	1	3	59	0
208	3	11	58	59	1	25	3	59	0
97	7	9	9	59	50	10	18	59	0
73	4	8	14	59	45	10	18	59	0
177	4	8	18	59	41	10	18	59	0
65	7	9	22	59	37	10	18	59	0
115	7	9	27	59	32	10	18	59	0
38	4	8	32	59	27	10	18	59	0
15	4	8	43	59	16	10	18	59	0
239	4	8	44	59	15	10	18	59	0
178	7	9	45	59	14	10	18	59	0
144	4	8	46	59	13	10	18	59	0
163	7	9	51	59	8	10	18	59	0
123	3	11	59	62	3	100	3	62	0
234	0	8	60	60	0	100	-1	-1	-1
53	1	9	60	62	2	50	1	62	0
20	3	11	60	63	3	100	3	63	0
283	3	11	60	61	1	10	3	61	0
126	4	8	2	65	63	25	18	65	0
141	7	9	5	65	60	25	18	65	0
101	4	8	6	65	59	25	18	65	0
271	7	9	7	65	58	25	18	65	0
245	7	9	24	65	41	25	18	65	0
50	4	8	28	65	37	25	18	65	0
63	7	9	31	65	34	25	18	65	0
143	7	9	36	65	29	25	18	65	0
14	4	8	43	65	22	25	18	65	0
295	7	9	43	65	22	25	18	65	0
219	4	8	45	65	20	25	18	65	0
260	4	8	50	65	15	25	18	65	0
45	4	8	51	65	14	25	18	65	0
66	4	8	59	64	5	10	18	64	0
44	7	9	59	65	6	10	19	65	0
54	4	8	56	67	11	25	19	67	0
125	2	11	30	86	56	1	1	86	0
70	2	10	33	86	53	1	1	86	0
120	2	11	33	86	53	1	1	86	0
236	2	11	37	86	49	1	1	86	0
183	2	11	38	86	48	1	1	86	0
193	2	10	49	86	37	1	1	86	0
90	2	10	53	86	33	1	1	86	0
60	2	10	58	86	28	1	1	86	0
132	2	11	60	86	26	1	1	86	0
57	1	9	0	0	0	100	-1	-1	-1
62	3	11	0	13	13	500	3	13	1
37	0	8	1	2	1	25	0	2	0
214	3	11	1	3	2	50	3	3	1
292	3	11	1	4	3	100	3	4	1
81	1	9	2	2	0	10	-1	-1	-1
194	1	9	2	2	0	500	-1	-1	-1
104	0	8	2	3	1	10	0	3	0
156	0	8	2	4	2	50	0	4	0
242	3	11	2	4	2	50	3	4	1
233	1	9	3	3	0	100	-1	-1	-1
147	1	9	4	4	0	1	-1	-1	-1
75	0	8	4	5	1	1	0	5	0
137	3	11	4	17	13	500	3	17	1
110	1	9	6	6	0	25	-1	-1	-1
268	1	9	6	6	0	500	-1	-1	-1
190	0	8	6	9	3	100	0	9	0
261	0	8	6	8	2	50	0	8	0
82	3	10	6	9	3	100	3	9	1
154	3	10	6	7	1	10	3	7	1
211	3	11	6	9	3	100	3	9	1
186	4	8	3	8	5	10	19	8	1
175	1	9	8	8	0	10	-1	-1	-1
171	0	8	8	9	1	10	0	9	0
256	3	11	8	9	1	1	3	9	1
265	1	9	9	9	0	10	-1	-1	-1
107	3	11	9	22	13	500	3	22	1
111	3	11	9	10	1	25	3	10	1
170	3	11	9	10	1	1	3	10	1
199	1	9	10	10	0	25	-1	-1	-1
179	3	10	10	11	1	25	3	11	1
58	1	9	11	11	0	1	-1	-1	-1
196	0	8	11	12	1	1	0	12	0
237	0	8	11	12	1	25	0	12	0
22	3	10	12	14	2	50	3	14	1
284	1	9	13	13	0	10	-1	-1	-1
168	0	8	13	14	1	10	0	14	0
8	3	11	13	16	3	100	3	16	1
